10,1,+22,758,NW 7m/s,+17,758,NW 7m/s
10,2,+21,761,N 8m/s,+16,762,N 8m/s
10,3,+22,762,2m/s,+13,761,2m/s
10,4,+25,759,N 4m/s,+19,762,N 4m/s
10,5,+21,762,2m/s,+14,760,2m/s
10,6,+19,761,N 7m/s,+14,762,N 7m/s
10,7,+24,755,W 8m/s,+19,754,W 8m/s
10,8,+11,754,N 6m/s,+6,756,N 6m/s
10,9,+12,760,NW 7m/s,+9,759,NW 7m/s
10,10,+13,760,N 6m/s,+4,762,N 6m/s
10,11,+17,764,SW 5m/s,+11,764,SW 5m/s
10,12,+22,758,SW 9m/s,+16,758,SW 9m/s
10,13,+21,758,NW 4m/s,+15,759,NW 4m/s
09,1,+22,756,NW 5m/s,+23,758,NW 5m/s
09,2,+29,759,2m/s,+23,759,2m/s
09,3,+29,757,3m/s,+23,756,3m/s
09,4,+21,758,N 7m/s,+20,758,N 7m/s
09,5,+26,760,N 7m/s,+21,761,N 7m/s
09,6,+26,761,NE 4m/s,+21,761,NE 4m/s
09,7,+27,761,N 5m/s,+23,761,N 5m/s
09,8,+24,761,N 4m/s,+17,760,N 4m/s
09,9,+26,758,N 6m/s,+21,759,N 6m/s
09,10,+23,761,3m/s,+15,760,3m/s
09,11,+25,758,2m/s,+17,757,2m/s
09,12,+27,758,SW 3m/s,+21,758,SW 3m/s
09,13,+28,757,SW 5m/s,+23,756,SW 5m/s
09,14,+30,755,2m/s,+24,754,2m/s
09,15,+25,758,N 4m/s,+23,759,N 4m/s
09,16,+23,762,N 3m/s,+21,762,N 3m/s
09,17,+26,762,S 4m/s,+19,762,S 4m/s
09,18,+27,761,E 5m/s,+21,760,E 5m/s
09,19,+27,757,S 6m/s,+22,756,S 6m/s
09,20,+24,757,N 3m/s,+19,758,N 3m/s
09,21,+26,756,2m/s,+21,756,2m/s
09,22,+27,756,S 7m/s,+21,757,S 7m/s
09,23,+29,757,S 5m/s,+22,758,S 5m/s
09,24,+28,758,E 3m/s,+22,759,E 3m/s
09,25,+29,761,E 6m/s,+24,762,E 6m/s
09,26,+29,763,E 6m/s,+21,762,E 6m/s
09,27,+29,762,E 7m/s,+22,761,E 7m/s
09,28,+28,760,NE 7m/s,+22,760,NE 7m/s
09,29,+29,760,E 6m/s,+19,759,E 6m/s
09,30,+28,758,N 4m/s,+18,758,N 4m/s
